Black Body Radiation Experiment Tue, Oct 30, 2018 3:27 PM
Sensor Position (Degrees)	Light Intensity (Volts)
62.42032	0.41297
62.47206	0.41748
62.51345	0.42279
62.56519	0.42311
62.59624	0.43100
62.62728	0.43760
62.64798	0.42424
62.67902	0.40830
62.71007	0.41748
62.74111	0.41748
62.77216	0.41635
62.79285	0.42778
62.82390	0.43985
62.86529	0.43438
62.89634	0.44227
62.94808	0.44484
62.99982	0.44452
63.05156	0.43068
63.10330	0.44516
63.16539	0.44983
63.22748	0.44259
63.28957	0.44291
63.35166	0.44323
63.43444	0.44742
63.51723	0.42971
63.58967	0.43132
63.67245	0.43470
63.77593	0.44146
63.85872	0.43502
63.94150	0.42343
64.03464	0.42907
64.12777	0.42311
64.20021	0.44388
64.29334	0.44211
64.39682	0.44774
64.50031	0.44307
64.59344	0.46319
64.68657	0.46126
64.75901	0.44661
64.85214	0.45724
64.93493	0.45015
65.02806	0.43760
65.11085	0.44452
65.19364	0.44983
65.26607	0.45257
65.34886	0.48331
65.41095	0.47188
65.47304	0.46786
65.54547	0.46995
65.60756	0.47172
65.66965	0.47011
65.74209	0.45901
65.80418	0.46013
65.86627	0.47462
65.92836	0.48106
65.99045	0.47591
66.06288	0.48927
66.11462	0.49393
66.18706	0.48267
66.23880	0.50617
66.30089	0.50311
66.36298	0.50021
66.42507	0.49731
66.48716	0.52468
66.54925	0.52468
66.62169	0.54029
66.67343	0.56299
66.74586	0.58037
66.80795	0.59775
66.87004	0.61691
66.94248	0.62946
67.00457	0.67453
67.06666	0.69835
67.12875	0.73360
67.18049	0.78028
67.23223	0.81070
67.29432	0.83678
67.34606	0.86865
67.38745	0.91452
67.43919	0.94092
67.48059	0.95428
67.53233	0.99806
67.58407	0.99451
67.62546	1.01882
67.67720	1.03234
67.71860	1.03685
67.77034	1.05455
67.82208	1.06003
67.88417	1.04473
67.94626	1.05214
68.00834	1.03379
68.07043	1.02365
68.14287	0.99741
68.21531	0.96812
68.27740	0.92788
68.36018	0.88458
68.44297	0.85110
68.53610	0.81633
68.61889	0.78221
68.71202	0.75259
68.80516	0.70270
68.90864	0.68950
69.00177	0.65859
69.09491	0.64073
69.20874	0.62109
69.30187	0.59791
69.40535	0.59325
69.48814	0.57763
69.58127	0.57956
69.65371	0.56476
69.72615	0.56958
69.78823	0.55558
69.85032	0.54270
69.92276	0.54158
69.98485	0.52210
70.05729	0.51888
70.11938	0.51711
70.18147	0.53530
70.23321	0.52645
70.29530	0.53385
70.35739	0.52387
70.40913	0.53256
70.46087	0.51647
70.51261	0.49570
70.58505	0.51277
70.64713	0.50102
70.71957	0.49908
70.79201	0.50826
70.87480	0.50745
70.95758	0.52967
71.05071	0.51663
71.15420	0.52757
71.27837	0.51647
71.39220	0.50745
71.49569	0.49844
71.63021	0.50134
71.77509	0.50568
71.90961	0.51244
72.05449	0.50987
72.23041	0.50552
72.39598	0.51566
72.57190	0.50939
72.76851	0.50842
72.94443	0.52210
73.14105	0.52017
73.33767	0.51051
73.56533	0.51695
73.77229	0.52629
74.02065	0.52757
74.27935	0.53997
74.51736	0.51824
74.71398	0.51325
74.90024	0.52661
75.05547	0.50633
75.20034	0.51695
